	BCoATscrF_MM	BCoATscrR_MM	BCoATscrF_Melt	BCoATscrR_Melt	organism	definition	function
CP000448.62	6	8	59.33581418765016	61.15178972784423	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=conserved hypothetical protein	conserved hypothetical protein	unknown
CP000448.63	11	8	51.12348957639341	56.92097290918883	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=conserved hypothetical protein	conserved hypothetical protein	unknown
CP000448.74	7	7	61.93721119273755	59.35629017730753	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=conserved hypothetical protein	conserved hypothetical protein	unknown
CP000448.92	9	8	54.86067069250521	56.9509308243297	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=conserved hypothetical protein	conserved hypothetical protein	unknown
CP000469	19	14	67.32443536137009	60.71188421897739	Shewanella sp. ANA.3,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000472	19	14	63.2260745454887	52.62205193066592	Shewanella piezotolerans WP3,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CP000473	15	10	68.82886050724773	60.22689710664986	Candidatus Solibacter usitatus Ellin6076,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000492	16	10	59.95633097583942	60.492961615858746	Chlorobium phaeobacteroides DSM 266,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000514	19	11	61.90654664892446	63.59408590145432	Marinobacter aquaeolei VT8,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000516	16	14	63.689935139835825	60.65268030170631	Marinobacter aquaeolei VT8,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000529	17	12	68.79422693429052	67.04253894520048	Polaromonas naphthalenivorans CJ2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000556	9	13	63.297353336041056	59.63634050308764	Methylibium petroleiphilum PM1,definition=4.hydroxybutyrate CoA transferase (cat2.1)	4.hydroxybutyrate CoA transferase (cat2.1)	unknown
CP000606	19	13	66.64256566987098	62.82907732577053	Shewanella loihica PV.4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000607	17	10	60.42276771432847	56.86245435565337	Chlorobium phaeovibrioides DSM 265,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612	15	11	58.46006692638889	53.6412843760246	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612.21	9	9	60.29556710479176	55.214957777939844	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612.39	11	7	64.37263623959376	58.562748383160795	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612.42	10	6	54.00465611924602	52.542048391281355	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612.64	8	12	59.86321208701213	57.698809782267006	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000673	15	9	52.07288912707179	55.32581036576505	Clostridium kluyveri DSM 555,definition=Cat3	Cat3	unknown
CP000673.11	16	9	52.86527360482279	61.36836119439528	Clostridium kluyveri DSM 555,definition=Cat2	Cat2	unknown
CP000681	18	13	62.57420227133264	56.89617053413559	Shewanella putrefaciens CN.32,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000686	17	12	66.74780114453671	60.38803487318319	Roseiflexus sp. RS.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000753	19	15	62.61484884082961	54.89065905755132	Shewanella baltica OS185,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000769	15	10	70.08689070388857	64.28050034347694	Anaeromyxobacter sp. Fw109.5,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000804	16	10	66.53738160304766	63.61002477727749	Roseiflexus castenholzii DSM 13941,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000812	16	12	59.602332171550415	49.30289676579457	Thermotoga lettingae TMO,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000821	20	14	70.03306489801355	57.750569081020274	Shewanella sediminis HAW.EB3,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000854	16	12	70.47072409111667	72.7289373889596	Mycobacterium marinum M,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000875	18	12	62.378383850612465	58.844917622043795	Herpetosiphon aurantiacus DSM 785,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000896	19	11	59.17162330227177	52.75370191921036	Acholeplasma laidlawii PG.8A,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP000930	4	8	66.23757880286848	64.65794402395	Heliobacterium modesticaldum Ice1,definition=4.hydroxybutyrate coenzyme a transferase, putative	4.hydroxybutyrate coenzyme a transferase, putative	unknown
CP000931	21	14	67.32314333329236	57.781981142189466	Shewanella halifaxensis HAW.EB4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001034	15	12	56.859190649921345	49.142849133130426	Natranaerobius thermophilus JW.NM.WN.LF,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001056	16	11	54.319953641469226	53.07863083438406	Clostridium botulinum B str. Eklund 17B (NRP),definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001087	12	10	59.78431945497283	58.073556459332735	Desulfobacterium autotrophicum HRM2,definition=Cat1	Cat1	unknown
CP001097	15	11	60.29718033502235	54.271957633580826	Chlorobium limicola DSM 245,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001098	13	13	59.42584324656184	58.97837391745941	Halothermothrix orenii H 168,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001099	17	12	65.23173664861315	61.88540344683463	Chlorobaculum parvum NCIB 8327,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001100	17	11	61.826196503849076	55.46910182963296	Chloroherpeton thalassium ATCC 35110,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001101	16	10	61.62095097893945	59.484787931441076	Chlorobium phaeobacteroides BS1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001107	2	2	64.41402983481481	63.314852811316314	Eubacterium rectale ATCC 33656,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001108	16	9	65.1198449386572	58.361541908285005	Prosthecochloris aestuarii DSM 271,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001110	12	11	57.165902781219984	56.45219527246962	Pelodictyon phaeoclathratiforme BU.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001124	16	9	68.79267465241611	68.16643795217578	Geobacter bemidjiensis Bem,definition=butyryl:4.hydroxybutyrate coenzyme A transferase	butyryl:4.hydroxybutyrate coenzyme A transferase	unknown
CP001124.56	14	11	69.81833970280707	64.3173114953209	Geobacter bemidjiensis Bem,definition=succinyl:benzoate coenzyme A transferase	succinyl:benzoate coenzyme A transferase	unknown
CP001124.97	12	12	69.11277606632802	64.3173114953209	Geobacter bemidjiensis Bem,definition=succinyl:benzoate coenzyme A transferase	succinyl:benzoate coenzyme A transferase	unknown
CP001131	14	11	73.47203719112247	66.05214376142817	Anaeromyxobacter sp. K,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001145	13	10	59.777152812081965	54.36700713971646	Coprothermobacter proteolyticus DSM 5265,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP001252	19	15	61.94904933208994	54.89065905755132	Shewanella baltica OS223,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001322	14	10	65.20033610377891	66.09631950732546	Desulfatibacillum alkenivorans AK.01,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001322.100	16	10	59.77699415530458	69.19927304104954	Desulfatibacillum alkenivorans AK.01,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001336.71	6	10	63.210816557021985	60.17276448161198	Desulfitobacterium hafniense DCB.2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001359	14	11	73.47203719112247	66.05214376142817	Anaeromyxobacter dehalogenans 2CP.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001390	13	11	63.44482348476794	65.2940934512086	Geobacter daltonii FRC.32,definition=succinyl:benzoate coenzyme A transferase	succinyl:benzoate coenzyme A transferase	unknown
CP001390.88	14	11	70.02782036414249	66.43422945528545	Geobacter daltonii FRC.32,definition=succinyl:benzoate coenzyme A transferase	succinyl:benzoate coenzyme A transferase	unknown
CP001585	17	14	62.263629374572815	58.97955040730466	Yersinia pestis D106004,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001632	16	12	50.54233420953625	57.13429795550928	Capnocytophaga ochracea DSM 7271,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001661	13	12	68.52836435230927	64.56449430018444	Geobacter sp. M21,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001661.96	15	9	66.92351491696706	68.16643795217578	Geobacter sp. M21,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001673	16	13	56.40942662575878	58.33315124050932	Flavobacteriaceae bacterium 3519.10,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001699	16	17	54.275225401606235	58.710971237237175	Chitinophaga pinensis DSM 2588,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001708	10	9	59.30050570215394	56.22423781942484	Anaerococcus prevotii DSM 20548,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001715	16	14	61.20921822089241	63.77206494348246	Candidatus Accumulibacter phosphatis clade IIA str. UW.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001720	10	9	56.39762726498486	58.7030361691007	Desulfotomaculum acetoxidans DSM 771,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001769	16	11	60.596338146485834	64.32909070119968	Spirosoma linguale DSM 74,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001823	16	10	68.73088821025317	64.18896944382197	Sphaerobacter thermophilus DSM 20745,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001859	9	8	60.90223064796356	65.1511200711173	Acidaminococcus fermentans DSM 20731,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001878	19	13	54.81252804526952	57.44086842596613	Bacillus pseudofirmus OF4,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001959	4	7	56.67271073200959	51.12464219731629	Brachyspira murdochii DSM 12563,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001962	15	15	73.53108034593117	61.33066746401073	Thermus scotoductus SA.01,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002025	3	6	56.56574413737246	51.17735955996096	Brachyspira pilosicoli 95.1000,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CP002042	17	15	69.9693147809196	69.01099103715399	Meiothermus silvanus DSM 9946,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002048	5	5	64.12302201633253	55.89165579864908	Syntrophothermus lipocalidus DSM 12680,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002048.14	14	8	55.16034779547033	60.97317228578652	Syntrophothermus lipocalidus DSM 12680,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002048.40	19	11	62.246947525860435	57.36895055018101	Syntrophothermus lipocalidus DSM 12680,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002085	14	8	67.85129431930886	60.226067214111424	Desulfarculus baarsii DSM 2075,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002085.101	16	12	73.11484897008944	62.054046375014025	Desulfarculus baarsii DSM 2075,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002085.94	17	9	62.30400164357809	61.304516626613804	Desulfarculus baarsii DSM 2075,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002113	15	14	51.51525702863876	50.479753781379145	Capnocytophaga canimorsus Cc5,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002157	14	10	59.862332789768175	51.89317336847978	Maribacter sp. HTCC2170,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002157.84	16	13	58.77914303961569	52.680565937084396	Maribacter sp. HTCC2170,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002273	1	2	62.74661362165352	59.69604792859218	Eubacterium limosum KIST612,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP002273.36	17	16	62.6782789003214	60.82991312332791	Eubacterium limosum KIST612,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002292	19	13	69.87006950752397	64.38810740386509	Rhodomicrobium vannielii ATCC 17100,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002349	16	14	52.50067612123894	53.56751207151325	Marivirga tractuosa DSM 4126,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002351	13	12	57.294124235178	54.26041421827392	Thermotoga thermarum DSM 5069,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002390	14	10	59.90859145085801	57.71104240208814	Filifactor alocis ATCC 35896,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002417	18	14	70.75390645247234	65.16631820134785	Variovorax paradoxus EPS,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002431	14	13	63.87077653155217	65.00051726917155	Desulfovibrio aespoeensis Aspo.2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002457	18	13	62.57420227133264	56.89617053413559	Shewanella putrefaciens 200,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002487	16	13	52.8151088062566	55.005491513331776	Salmonella enterica subsp. enterica serovar Typhimurium str. ST4.74,definition=putative acetyl.CoA hydrolase	putative acetyl.CoA hydrolase	unknown
CP002544	15	11	60.46614026583791	57.57008434698719	Odoribacter splanchnicus DSM 220712,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002563	12	12	54.03257143083613	55.97839757710153	Carnobacterium sp. 17.4,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002689	16	15	61.32076037699301	61.72412694243974	Porphyromonas asaccharolytica DSM 20707,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002689.50	17	13	64.56767718069068	63.0297069644829	Porphyromonas asaccharolytica DSM 20707,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002691	16	15	60.29561010424595	59.46493119580401	Haliscomenobacter hydrossis DSM 1100,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002767	19	15	63.01715240706119	54.89065905755132	Shewanella baltica BA175,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002770	14	9	56.46803234382867	57.548435263848944	Desulfotomaculum kuznetsovii DSM 6115,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002777	14	15	73.53108034593117	65.68765658349645	Thermus thermophilus SG0.5JP17.16,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002780	14	11	58.350497431578674	59.631543249606636	Desulfotomaculum ruminis DSM 2154,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002780.82	15	12	65.169969757589	58.506029728996566	Desulfotomaculum ruminis DSM 2154,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002811	19	15	63.01715240706119	54.89065905755132	Shewanella baltica OS117,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002859	14	13	63.51383018308434	56.10179749596381	Runella slithyformis DSM 19594,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002873	3	6	56.56574413737246	51.17735955996096	Brachyspira pilosicoli P43.6.78,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CP002874	4	6	54.868753306594215	52.64269108841495	Brachyspira intermedia PWS.A,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002961	14	15	59.09798578134968	53.198797308338726	Emticicia oligotrophica DSM 17448,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002999	11	16	60.6825594399545	58.10081896776984	Muricauda ruestringensis DSM 13258,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003046	19	11	70.74864258167594	59.63315165640773	Rhodospirillum rubrum F11,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003108	14	12	55.2257270036917	51.617605122649536	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.0	18	12	64.00353318078476	55.34924197534974	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.17	8	8	60.92957569254963	58.75021854628176	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.18	6	6	57.31547483534342	58.49053750491663	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.44	4	8	59.427919547197575	55.93087353882959	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.55	8	8	60.81712627545238	57.36895055018101	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.70	14	12	57.11677293851409	45.66353209780658	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.80	5	5	66.45442578480896	57.55726842359638	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.85	18	12	62.56518498602907	59.63421872845919	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.95	10	8	55.80067538131817	55.832043453959784	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.98	16	16	58.193960988259846	52.90907552670376	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003126	14	14	72.24055995874761	63.79227724984105	Thermus sp. CCB.US3.UF1,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CP003147	18	11	69.75272404402273	59.734200992281615	Pseudovibrio sp. FO.BEG1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003153	18	13	71.0576888095917	62.49705859698139	Dechlorosoma suillum PS,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003156	14	15	58.49475932026314	59.57750441485763	Owenweeksia hongkongensis DSM 17368,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003178	13	17	55.38506741753787	64.28438748042294	Niastella koreensis GR20.10,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003179	14	13	64.54773666898649	64.58060529298365	Sulfobacillus acidophilus DSM 10332,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003222	15	14	54.467966272945716	50.46160840715004	Flavobacterium columnare ATCC 49512,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP003230	14	11	57.24693714557725	55.55701382500854	Cycloclasticus sp. P1,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
CP003249	14	14	73.53108034593117	65.23898993302242	Thermus oshimai JL.2,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003252	14	14	68.84593950359721	64.23834272074095	Thermus thermophilus JL.18,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003260	17	11	51.31870563978924	58.19064074418344	Fervidobacterium pennivorans DSM 9078,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003261	16	9	51.60648981647785	54.43996605866636	Clostridium pasteurianum BC1,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003280	16	14	57.28839830069023	54.93948926751682	Aequorivita sublithincola DSM 14238,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003346	17	15	55.28631576466648	63.19433088204238	Echinicola vietnamensis DSM 17526,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003348	14	11	53.02658551438162	61.08403252101158	Desulfitobacterium dehalogenans ATCC 51507,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003348.29	9	7	57.69538555936515	63.52291505248172	Desulfitobacterium dehalogenans ATCC 51507,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003348.99	8	9	60.72302654442791	59.673678256762344	Desulfitobacterium dehalogenans ATCC 51507,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003360	18	12	66.20510678791868	61.24582413045022	Desulfomonile tiedjei DSM 6799,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003418	14	12	52.359332473872826	53.108783798784714	Ignavibacterium album JCM 16511,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP003490	3	6	56.608165697648815	52.695270586970025	Brachyspira pilosicoli B2904,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CP003510	17	13	53.94950440852273	59.244962531322585	Mycoplasma gallisepticum WI01.2001.043.13.2P,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003513	17	13	53.94950440852273	59.244962531322585	Mycoplasma gallisepticum NC08.2008.031.4.3P,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003532	18	15	62.06303779139364	56.07848642538693	Mesotoga prima MesG1.Ag.4.2,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003557	13	12	56.51069139273102	51.42561766118132	Melioribacter roseus P3M.2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003700	15	9	55.39289677469992	49.51041821327942	Fusobacterium nucleatum subsp. vincentii 3.1.36A2,definition=hypothetical protein	hypothetical protein	unknown
CP003700.27	14	10	50.969686787864646	46.74119117094256	Fusobacterium nucleatum subsp. vincentii 3.1.36A2,definition=hypothetical protein	hypothetical protein	unknown
CP003723	14	10	52.48020033939554	46.2889192114568	Fusobacterium nucleatum subsp. animalis 4.8,definition=hypothetical protein	hypothetical protein	unknown
CP003879	15	8	56.73416406491799	51.6039060480997	Psychroflexus torquis ATCC 700755,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CP004002	15	14	68.77129500507249	68.96955368592688	Burkholderia pseudomallei NCTC 13178,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP004043	15	14	68.77129500507249	68.96955368592688	Burkholderia pseudomallei MSHR146,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP004378	15	14	68.77129500507249	68.96955368592688	Burkholderia pseudomallei NAU35A.3,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP005290	13	11	63.681820471414824	55.15579276724236	Archaeoglobus sulfaticallidus PM70.1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP005385	14	15	69.70228291706019	61.2593299458361	Meiothermus ruber DSM 1279,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP005973	14	10	58.363957909226144	60.55544178404256	Photobacterium gaetbulicola Gung47,definition=putative acetyl.CoA hydrolase.transferase	putative acetyl.CoA hydrolase.transferase	unknown
CP005996	14	11	57.24693714557725	55.55701382500854	Cycloclasticus zancles 78.ME,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP006577	14	13	61.93789271948992	61.549420572375254	Archaeoglobus fulgidus DSM 8774,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP006577.13	15	14	69.81146796464276	61.6775943994341	Archaeoglobus fulgidus DSM 8774,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP006644	18	16	71.32603405266093	65.89270049783914	Sphingomonas sanxanigenens DSM 19645 = NX02,definition=hypothetical protein	hypothetical protein	unknown
CP006649	17	13	55.39476746352534	49.161974721428464	Riemerella anatipestifer CH3,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP006693	16	14	52.8151088062566	54.580401334933015	Salmonella enterica subsp. arizonae serovar 62:z36:. str. RKS2983,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP006695	18	13	59.45418698868889	58.618439489001446	Leptospira santarosai serovar Shermani str. LT 821,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
CP006772	19	11	59.99365204474316	58.13004043980578	Bacteroidales bacterium CF,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP006777	16	10	59.10628210517814	51.717018789685085	Clostridium beijerinckii ATCC 35702,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP006905	15	10	56.774354419118765	45.35110504249525	Clostridium baratii str. Sullivan,definition=hypothetical protein	hypothetical protein	unknown
