	vitalF1_MM	vitalR1_MM	vitalF1_Melt	vitalR1_Melt	organism	definition	function
CP000448	3	0	49.698128021791206	54.20526742736649	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000448.41	4	0	52.982801786244465	49.564366933179656	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000448.61	1	0	44.27330776299158	50.71723096795097	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP000448.62	2	0	47.94390049396901	48.6739334664544	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=conserved hypothetical protein	conserved hypothetical protein	unknown
CP000448.63	3	0	49.698128021791206	53.567785893963105	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=conserved hypothetical protein	conserved hypothetical protein	unknown
CP000448.74	2	2	50.21700184555442	45.03387912321216	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=conserved hypothetical protein	conserved hypothetical protein	unknown
CP000448.92	1	1	55.159486425414514	48.95218447560774	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=conserved hypothetical protein	conserved hypothetical protein	unknown
CP000469	1	0	50.26670241314639	53.59946092316119	Shewanella sp. ANA.3,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000472	3	0	49.079681121240185	50.1453003792102	Shewanella piezotolerans WP3,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CP000473	3	0	56.75637561035512	54.241922764498895	Candidatus Solibacter usitatus Ellin6076,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000492	2	0	49.21079906840663	51.524217487153635	Chlorobium phaeobacteroides DSM 266,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000514	4	1	53.914297041194686	48.94853477655505	Marinobacter aquaeolei VT8,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000516	3	0	50.28766391251645	54.20526742736649	Marinobacter aquaeolei VT8,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000529	3	2	54.50758010137355	52.98126543685527	Polaromonas naphthalenivorans CJ2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000556	2	2	54.12912530851759	53.293337205400974	Methylibium petroleiphilum PM1,definition=4.hydroxybutyrate CoA transferase (cat2.1)	4.hydroxybutyrate CoA transferase (cat2.1)	unknown
CP000606	2	0	52.29298937486527	50.1453003792102	Shewanella loihica PV.4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000607	1	1	47.9664270726625	44.023817224047264	Chlorobium phaeovibrioides DSM 265,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612	5	3	48.99807609771659	45.226551419240934	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612.21	1	1	50.38854085484684	45.462494771449826	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612.39	2	1	47.49626824155797	45.95877591595365	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612.42	0	1	52.54566698376419	48.68549493225481	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612.64	2	1	45.947579559730684	48.668017144218766	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000673	2	2	46.047933140223165	42.32676843037399	Clostridium kluyveri DSM 555,definition=Cat3	Cat3	unknown
CP000673.11	2	2	46.76419913598369	46.518028753415194	Clostridium kluyveri DSM 555,definition=Cat2	Cat2	unknown
CP000681	2	0	52.29298937486527	51.524217487153635	Shewanella putrefaciens CN.32,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000686	1	1	54.385525014873394	54.38410390403561	Roseiflexus sp. RS.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000753	2	0	48.894291583131746	51.524217487153635	Shewanella baltica OS185,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000769	0	0	58.94677368390592	53.59946092316119	Anaeromyxobacter sp. Fw109.5,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000804	2	1	53.28553629475738	53.08083091262506	Roseiflexus castenholzii DSM 13941,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000812	1	3	51.22971534232812	51.69733874459246	Thermotoga lettingae TMO,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000821	2	0	52.4899849787937	46.892235118216206	Shewanella sediminis HAW.EB3,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000854	3	0	54.58315559905742	51.01711679016489	Mycobacterium marinum M,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000875	2	0	49.21079906840663	52.141437835244915	Herpetosiphon aurantiacus DSM 785,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000896	2	4	41.94079427784965	46.27615306560074	Acholeplasma laidlawii PG.8A,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP000930	1	1	55.64536939570314	54.867549075849695	Heliobacterium modesticaldum Ice1,definition=4.hydroxybutyrate coenzyme a transferase, putative	4.hydroxybutyrate coenzyme a transferase, putative	unknown
CP000931	2	1	48.99140459103347	49.42464257637596	Shewanella halifaxensis HAW.EB4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001034	4	4	43.2446925208767	50.133106487588236	Natranaerobius thermophilus JW.NM.WN.LF,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001056	1	4	47.273731654586584	46.910318574665155	Clostridium botulinum B str. Eklund 17B (NRP),definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001087	0	1	50.524741027666664	45.462494771449826	Desulfobacterium autotrophicum HRM2,definition=Cat1	Cat1	unknown
CP001097	1	0	55.830671206550676	48.315981391332855	Chlorobium limicola DSM 245,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001098	2	1	46.763139335838275	51.492581534511714	Halothermothrix orenii H 168,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001099	1	0	55.830671206550676	50.1453003792102	Chlorobaculum parvum NCIB 8327,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001100	2	0	54.42190640506067	43.31411866678354	Chloroherpeton thalassium ATCC 35110,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001101	2	0	52.29298937486527	53.59946092316119	Chlorobium phaeobacteroides BS1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001107	0	1	54.507580101373605	49.440588091188715	Eubacterium rectale ATCC 33656,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001108	2	0	50.69899195986477	44.77117009364332	Prosthecochloris aestuarii DSM 271,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001110	1	1	48.67156119429603	46.156545394846944	Pelodictyon phaeoclathratiforme BU.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001124	0	0	56.82152118267618	48.315981391332855	Geobacter bemidjiensis Bem,definition=butyryl:4.hydroxybutyrate coenzyme A transferase	butyryl:4.hydroxybutyrate coenzyme A transferase	unknown
CP001124.56	3	2	56.60820638203154	56.45832334381106	Geobacter bemidjiensis Bem,definition=succinyl:benzoate coenzyme A transferase	succinyl:benzoate coenzyme A transferase	unknown
CP001124.97	4	1	55.74758964526711	57.585723079829165	Geobacter bemidjiensis Bem,definition=succinyl:benzoate coenzyme A transferase	succinyl:benzoate coenzyme A transferase	unknown
CP001131	0	0	57.79763069548636	53.59946092316119	Anaeromyxobacter sp. K,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001145	0	1	45.87500980630887	48.754490674377735	Coprothermobacter proteolyticus DSM 5265,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP001252	2	0	48.894291583131746	51.524217487153635	Shewanella baltica OS223,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001322	1	0	56.40287016134096	54.241922764498895	Desulfatibacillum alkenivorans AK.01,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001322.100	2	1	49.851314348123765	59.617872799544216	Desulfatibacillum alkenivorans AK.01,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001336.71	3	0	47.5366092042741	45.2878743906669	Desulfitobacterium hafniense DCB.2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001359	0	0	57.79763069548636	53.59946092316119	Anaeromyxobacter dehalogenans 2CP.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001390	4	2	52.83560442239525	55.47051435624354	Geobacter daltonii FRC.32,definition=succinyl:benzoate coenzyme A transferase	succinyl:benzoate coenzyme A transferase	unknown
CP001390.88	4	2	53.45397992106933	59.617872799544216	Geobacter daltonii FRC.32,definition=succinyl:benzoate coenzyme A transferase	succinyl:benzoate coenzyme A transferase	unknown
CP001585	5	0	55.79626307666598	52.84558276674488	Yersinia pestis D106004,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001632	5	1	36.88473196440617	43.368147343310625	Capnocytophaga ochracea DSM 7271,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001661	3	1	57.92335934301161	59.617872799544216	Geobacter sp. M21,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001661.96	1	0	54.385525014873394	53.59946092316119	Geobacter sp. M21,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001673	4	0	45.60669822335467	46.87179262335593	Flavobacteriaceae bacterium 3519.10,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001699	4	0	38.68267152276627	48.94853477655505	Chitinophaga pinensis DSM 2588,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001708	2	3	42.92565335305102	49.44058809118866	Anaerococcus prevotii DSM 20548,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001715	3	1	52.49975955408189	54.42150239444061	Candidatus Accumulibacter phosphatis clade IIA str. UW.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001720	1	1	48.437966702146355	47.54089304316295	Desulfotomaculum acetoxidans DSM 771,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001769	1	0	48.452804323531325	50.39602252829144	Spirosoma linguale DSM 74,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001823	2	0	52.54566698376419	53.59946092316119	Sphaerobacter thermophilus DSM 20745,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001859	7	0	54.19495067816479	56.751557499375735	Acidaminococcus fermentans DSM 20731,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001878	3	2	45.82168111379559	46.68916121512302	Bacillus pseudofirmus OF4,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001959	3	1	42.65444342655087	45.49278619137533	Brachyspira murdochii DSM 12563,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001962	1	0	54.56470982073097	56.751557499375735	Thermus scotoductus SA.01,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002025	1	1	41.85578735060977	45.49278619137533	Brachyspira pilosicoli 95.1000,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CP002042	1	1	50.656922160017416	54.867549075849695	Meiothermus silvanus DSM 9946,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002048	4	1	53.964090579166395	47.948420696307096	Syntrophothermus lipocalidus DSM 12680,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002048.14	1	1	55.14678976107734	56.88827587688104	Syntrophothermus lipocalidus DSM 12680,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002048.40	2	2	53.285536294757435	47.959885082286974	Syntrophothermus lipocalidus DSM 12680,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002085	1	2	55.159486425414514	54.241922764498895	Desulfarculus baarsii DSM 2075,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002085.101	3	1	57.8328859277388	54.867549075849695	Desulfarculus baarsii DSM 2075,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002085.94	1	2	55.64536939570314	51.029287277569495	Desulfarculus baarsii DSM 2075,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002113	4	0	44.85500196769664	52.21467335770643	Capnocytophaga canimorsus Cc5,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002157	3	1	44.67384486405126	44.69128987642466	Maribacter sp. HTCC2170,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002157.84	5	0	40.41990495318419	45.4317337140277	Maribacter sp. HTCC2170,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002273	0	1	50.917051413844945	53.75659869768259	Eubacterium limosum KIST612,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP002273.36	1	3	54.81695929730131	53.886960953500136	Eubacterium limosum KIST612,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002292	3	1	55.26961869591315	57.585723079829165	Rhodomicrobium vannielii ATCC 17100,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002349	3	0	49.02071017453943	43.31411866678354	Marivirga tractuosa DSM 4126,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002351	0	3	48.9312350931084	43.45340383230911	Thermotoga thermarum DSM 5069,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002390	2	2	49.02374965415754	43.288719431159905	Filifactor alocis ATCC 35896,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002417	3	1	54.50758010137355	56.45832334381112	Variovorax paradoxus EPS,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002431	2	0	52.797614130013244	56.751557499375735	Desulfovibrio aespoeensis Aspo.2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002457	2	0	52.29298937486527	51.524217487153635	Shewanella putrefaciens 200,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002487	3	1	57.37890699395723	45.8241404412168	Salmonella enterica subsp. enterica serovar Typhimurium str. ST4.74,definition=putative acetyl.CoA hydrolase	putative acetyl.CoA hydrolase	unknown
CP002544	2	3	51.31496762185435	44.3325004555561	Odoribacter splanchnicus DSM 220712,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002563	4	4	44.28906166834457	46.56122937248034	Carnobacterium sp. 17.4,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002689	0	0	50.003569210817545	49.64328904321758	Porphyromonas asaccharolytica DSM 20707,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002689.50	0	1	55.13247453175285	51.01711679016495	Porphyromonas asaccharolytica DSM 20707,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002691	2	0	53.11914100488019	46.892235118216206	Haliscomenobacter hydrossis DSM 1100,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002767	2	0	48.894291583131746	51.524217487153635	Shewanella baltica BA175,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002770	0	1	54.334632496722634	50.064611800965224	Desulfotomaculum kuznetsovii DSM 6115,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002777	1	0	54.56470982073097	55.47051435624354	Thermus thermophilus SG0.5JP17.16,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002780	4	2	47.738328006134566	46.811983277870524	Desulfotomaculum ruminis DSM 2154,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002780.82	5	1	45.87500980630887	48.94853477655505	Desulfotomaculum ruminis DSM 2154,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002811	2	0	48.894291583131746	51.524217487153635	Shewanella baltica OS117,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002859	3	0	50.43832392309491	50.06946082464401	Runella slithyformis DSM 19594,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002873	1	1	41.85578735060977	45.49278619137533	Brachyspira pilosicoli P43.6.78,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CP002874	3	1	38.26986583193445	45.49278619137533	Brachyspira intermedia PWS.A,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002961	3	0	41.194375035932126	43.314118666783486	Emticicia oligotrophica DSM 17448,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002999	5	0	43.199216595972075	43.314118666783486	Muricauda ruestringensis DSM 13258,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003046	2	1	51.39223364109597	52.60966308056254	Rhodospirillum rubrum F11,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003108	3	0	46.900951502412966	54.69679185293302	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.0	3	4	47.63001249646504	40.94811939818828	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.17	2	0	48.75309657216695	48.580225076224735	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.18	0	1	46.08939632513403	45.49278619137533	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.44	2	1	48.754490674377735	45.1591274667515	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.55	0	1	54.334632496722634	47.83366039269464	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.70	4	1	45.20605837042501	46.60515651585405	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.80	2	1	44.068148319798695	42.56205384698069	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.85	2	5	52.27995909068886	44.51658315868616	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.95	2	1	45.851060281103	51.13640244254378	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.98	4	2	46.08939632513403	46.811983277870524	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003126	1	0	54.56470982073097	56.751557499375735	Thermus sp. CCB.US3.UF1,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CP003147	1	0	56.40287016134096	50.7781951311423	Pseudovibrio sp. FO.BEG1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003153	3	2	54.50758010137355	59.617872799544216	Dechlorosoma suillum PS,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003156	3	0	44.1715866178119	43.314118666783486	Owenweeksia hongkongensis DSM 17368,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003178	2	0	44.96795675417803	46.87179262335593	Niastella koreensis GR20.10,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003179	4	0	41.43070723096298	48.31598139133291	Sulfobacillus acidophilus DSM 10332,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003222	3	0	45.57909595745235	45.4317337140277	Flavobacterium columnare ATCC 49512,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP003230	2	2	45.922950122726434	51.92100507619466	Cycloclasticus sp. P1,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
CP003249	1	0	54.56470982073097	55.47051435624354	Thermus oshimai JL.2,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003252	1	0	54.56470982073097	56.751557499375735	Thermus thermophilus JL.18,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003260	0	2	55.92633275983542	48.06121210778366	Fervidobacterium pennivorans DSM 9078,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003261	3	2	44.211447708275045	44.69128987642466	Clostridium pasteurianum BC1,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003280	5	0	44.49034091662821	48.31598139133291	Aequorivita sublithincola DSM 14238,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003346	3	0	46.74387448398187	53.59946092316119	Echinicola vietnamensis DSM 17526,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003348	5	0	55.947776169354086	46.87179262335593	Desulfitobacterium dehalogenans ATCC 51507,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003348.29	0	0	48.65993770436819	51.01711679016489	Desulfitobacterium dehalogenans ATCC 51507,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003348.99	3	0	44.516181031467454	45.2878743906669	Desulfitobacterium dehalogenans ATCC 51507,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003360	1	0	46.56182170567888	53.10550860128188	Desulfomonile tiedjei DSM 6799,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003418	1	1	46.33066322972775	43.3612627636096	Ignavibacterium album JCM 16511,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP003490	1	1	46.1306169746324	45.49278619137533	Brachyspira pilosicoli B2904,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CP003510	4	1	50.04226356053425	47.27199484466877	Mycoplasma gallisepticum WI01.2001.043.13.2P,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003513	4	1	50.04226356053425	47.27199484466877	Mycoplasma gallisepticum NC08.2008.031.4.3P,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003532	2	4	45.71395892132972	44.799505658128396	Mesotoga prima MesG1.Ag.4.2,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003557	4	1	46.70499669288961	51.26190216299693	Melioribacter roseus P3M.2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003700	2	2	40.70804469147305	42.61524588430865	Fusobacterium nucleatum subsp. vincentii 3.1.36A2,definition=hypothetical protein	hypothetical protein	unknown
CP003700.27	1	1	48.14205242147966	45.462494771449826	Fusobacterium nucleatum subsp. vincentii 3.1.36A2,definition=hypothetical protein	hypothetical protein	unknown
CP003723	2	1	45.608104408840234	43.3612627636096	Fusobacterium nucleatum subsp. animalis 4.8,definition=hypothetical protein	hypothetical protein	unknown
CP003879	2	1	45.64979276665258	42.56205384698069	Psychroflexus torquis ATCC 700755,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CP004002	3	1	53.31418020083902	56.88827587688104	Burkholderia pseudomallei NCTC 13178,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP004043	3	1	53.31418020083902	56.88827587688104	Burkholderia pseudomallei MSHR146,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP004378	3	1	53.31418020083902	56.88827587688104	Burkholderia pseudomallei NAU35A.3,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP005290	2	2	43.919147513217354	47.61144237518181	Archaeoglobus sulfaticallidus PM70.1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP005385	1	1	52.27835004663427	53.56778589396305	Meiothermus ruber DSM 1279,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP005973	3	1	47.53919312321227	48.679758699947286	Photobacterium gaetbulicola Gung47,definition=putative acetyl.CoA hydrolase.transferase	putative acetyl.CoA hydrolase.transferase	unknown
CP005996	2	2	45.922950122726434	51.92100507619466	Cycloclasticus zancles 78.ME,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP006577	1	2	50.042263560534366	50.557292707443935	Archaeoglobus fulgidus DSM 8774,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP006577.13	1	0	53.422116576802296	52.84558276674488	Archaeoglobus fulgidus DSM 8774,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP006644	1	0	52.043612663788565	52.84558276674488	Sphingomonas sanxanigenens DSM 19645 = NX02,definition=hypothetical protein	hypothetical protein	unknown
CP006649	5	0	42.194394862642014	46.892235118216206	Riemerella anatipestifer CH3,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP006693	3	1	57.37890699395723	45.8241404412168	Salmonella enterica subsp. arizonae serovar 62:z36:. str. RKS2983,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP006695	2	0	51.32933770132718	48.315981391332855	Leptospira santarosai serovar Shermani str. LT 821,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
