	vitalF3_MM	vitalR3_MM	vitalF3_Melt	vitalR3_Melt	organism	definition	function
CP000448	2	3	49.62441982689825	54.20526742736649	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000448.41	5	4	56.135579727939444	49.564366933179656	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000448.61	0	5	44.293906585783134	50.71723096795097	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP000448.62	3	3	40.42466141281193	48.6739334664544	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=conserved hypothetical protein	conserved hypothetical protein	unknown
CP000448.63	2	2	49.62441982689825	53.567785893963105	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=conserved hypothetical protein	conserved hypothetical protein	unknown
CP000448.74	1	3	43.51219598422665	45.03387912321216	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=conserved hypothetical protein	conserved hypothetical protein	unknown
CP000448.92	0	0	51.789952229665914	48.95218447560774	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311,definition=conserved hypothetical protein	conserved hypothetical protein	unknown
CP000469	2	3	47.75720711856161	53.59946092316119	Shewanella sp. ANA.3,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000472	3	3	46.20566960531551	50.1453003792102	Shewanella piezotolerans WP3,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CP000473	3	4	51.0045763389661	54.241922764498895	Candidatus Solibacter usitatus Ellin6076,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000492	2	4	47.83544217467988	51.524217487153635	Chlorobium phaeobacteroides DSM 266,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000514	5	4	50.026524178441264	48.94853477655505	Marinobacter aquaeolei VT8,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000516	5	3	52.89025795016272	54.20526742736649	Marinobacter aquaeolei VT8,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000529	4	5	52.64599231166977	52.98126543685527	Polaromonas naphthalenivorans CJ2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000556	2	4	55.55906452111992	53.293337205400974	Methylibium petroleiphilum PM1,definition=4.hydroxybutyrate CoA transferase (cat2.1)	4.hydroxybutyrate CoA transferase (cat2.1)	unknown
CP000606	3	3	51.78995222966597	50.1453003792102	Shewanella loihica PV.4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000607	2	4	45.012460375558646	44.023817224047264	Chlorobium phaeovibrioides DSM 265,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612	7	5	47.333634461911515	45.226551419240934	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612.21	0	1	46.78284836908682	45.462494771449826	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612.39	2	2	46.93677568861676	45.95877591595365	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612.42	1	3	54.388211150555776	48.68549493225481	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000612.64	1	4	46.00317096326296	48.668017144218766	Desulfotomaculum reducens MI.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000673	2	3	37.98864622468426	42.32676843037399	Clostridium kluyveri DSM 555,definition=Cat3	Cat3	unknown
CP000673.11	2	4	38.058533334528136	46.518028753415194	Clostridium kluyveri DSM 555,definition=Cat2	Cat2	unknown
CP000681	2	4	46.03570933524321	51.524217487153635	Shewanella putrefaciens CN.32,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000686	2	3	53.410365468809346	54.38410390403561	Roseiflexus sp. RS.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000753	3	4	45.98100850769674	51.524217487153635	Shewanella baltica OS185,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000769	2	3	55.55906452111992	53.59946092316119	Anaeromyxobacter sp. Fw109.5,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000804	3	5	51.996514383802605	53.08083091262506	Roseiflexus castenholzii DSM 13941,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000812	3	5	41.746671956554565	51.69733874459246	Thermotoga lettingae TMO,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000821	3	2	50.078791441748706	46.892235118216206	Shewanella sediminis HAW.EB3,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000854	4	2	54.83587360768132	51.01711679016489	Mycobacterium marinum M,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000875	2	3	48.13621271965172	52.141437835244915	Herpetosiphon aurantiacus DSM 785,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP000896	1	3	38.99287118641081	46.27615306560074	Acholeplasma laidlawii PG.8A,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP000930	1	4	56.697086027106195	54.867549075849695	Heliobacterium modesticaldum Ice1,definition=4.hydroxybutyrate coenzyme a transferase, putative	4.hydroxybutyrate coenzyme a transferase, putative	unknown
CP000931	2	4	43.85707714129529	49.42464257637596	Shewanella halifaxensis HAW.EB4,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001034	3	5	38.18238098600125	50.133106487588236	Natranaerobius thermophilus JW.NM.WN.LF,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001056	2	4	40.46671261408795	46.910318574665155	Clostridium botulinum B str. Eklund 17B (NRP),definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001087	1	0	50.87367800263587	45.462494771449826	Desulfobacterium autotrophicum HRM2,definition=Cat1	Cat1	unknown
CP001097	2	3	55.55906452111992	48.315981391332855	Chlorobium limicola DSM 245,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001098	2	1	40.46671261408795	51.492581534511714	Halothermothrix orenii H 168,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001099	2	3	53.606294650789096	50.1453003792102	Chlorobaculum parvum NCIB 8327,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001100	2	3	51.28633359954239	43.31411866678354	Chloroherpeton thalassium ATCC 35110,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001101	3	3	47.48419630852902	53.59946092316119	Chlorobium phaeobacteroides BS1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001107	1	2	49.38577031073322	49.440588091188715	Eubacterium rectale ATCC 33656,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001108	3	3	48.19156008230857	44.77117009364332	Prosthecochloris aestuarii DSM 271,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001110	2	3	43.64017463961278	46.156545394846944	Pelodictyon phaeoclathratiforme BU.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001124	2	3	53.410365468809346	48.315981391332855	Geobacter bemidjiensis Bem,definition=butyryl:4.hydroxybutyrate coenzyme A transferase	butyryl:4.hydroxybutyrate coenzyme A transferase	unknown
CP001124.56	5	3	57.51822617778157	56.45832334381106	Geobacter bemidjiensis Bem,definition=succinyl:benzoate coenzyme A transferase	succinyl:benzoate coenzyme A transferase	unknown
CP001124.97	6	5	49.1927951137983	57.585723079829165	Geobacter bemidjiensis Bem,definition=succinyl:benzoate coenzyme A transferase	succinyl:benzoate coenzyme A transferase	unknown
CP001131	2	3	54.39194467187451	53.59946092316119	Anaeromyxobacter sp. K,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001145	2	3	38.18238098600125	48.754490674377735	Coprothermobacter proteolyticus DSM 5265,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP001252	3	4	45.98100850769674	51.524217487153635	Shewanella baltica OS223,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001322	2	4	56.64135557633057	54.241922764498895	Desulfatibacillum alkenivorans AK.01,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001322.100	3	4	52.20092936537145	59.617872799544216	Desulfatibacillum alkenivorans AK.01,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001336.71	0	3	45.86941202210011	45.2878743906669	Desulfitobacterium hafniense DCB.2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001359	2	3	54.39194467187451	53.59946092316119	Anaeromyxobacter dehalogenans 2CP.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001390	5	4	49.72667817770758	55.47051435624354	Geobacter daltonii FRC.32,definition=succinyl:benzoate coenzyme A transferase	succinyl:benzoate coenzyme A transferase	unknown
CP001390.88	5	4	53.234073705426226	59.617872799544216	Geobacter daltonii FRC.32,definition=succinyl:benzoate coenzyme A transferase	succinyl:benzoate coenzyme A transferase	unknown
CP001585	6	3	57.572850782774765	52.84558276674488	Yersinia pestis D106004,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001632	4	1	37.5944465836248	43.368147343310625	Capnocytophaga ochracea DSM 7271,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001661	5	4	57.51822617778157	59.617872799544216	Geobacter sp. M21,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001661.96	2	3	53.410365468809346	53.59946092316119	Geobacter sp. M21,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001673	4	3	41.746671956554565	46.87179262335593	Flavobacteriaceae bacterium 3519.10,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001699	3	2	35.70822963893568	48.94853477655505	Chitinophaga pinensis DSM 2588,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001708	1	4	46.444403110308656	49.44058809118866	Anaerococcus prevotii DSM 20548,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001715	4	4	47.48419630852902	54.42150239444061	Candidatus Accumulibacter phosphatis clade IIA str. UW.1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001720	0	1	45.059405410859654	47.54089304316295	Desulfotomaculum acetoxidans DSM 771,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001769	2	2	49.385770310733164	50.39602252829144	Spirosoma linguale DSM 74,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001823	3	3	52.28300683143249	53.59946092316119	Sphaerobacter thermophilus DSM 20745,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001859	6	3	49.96001113523863	56.751557499375735	Acidaminococcus fermentans DSM 20731,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001878	3	4	44.269824897360365	46.68916121512302	Bacillus pseudofirmus OF4,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP001959	1	0	44.777701434189964	45.49278619137533	Brachyspira murdochii DSM 12563,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP001962	2	3	51.99651438380255	56.751557499375735	Thermus scotoductus SA.01,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002025	0	0	41.746671956554565	45.49278619137533	Brachyspira pilosicoli 95.1000,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CP002042	2	4	50.036223571726396	54.867549075849695	Meiothermus silvanus DSM 9946,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002048	5	3	51.07301509314914	47.948420696307096	Syntrophothermus lipocalidus DSM 12680,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002048.14	1	3	53.41036546880929	56.88827587688104	Syntrophothermus lipocalidus DSM 12680,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002048.40	2	3	49.385770310733164	47.959885082286974	Syntrophothermus lipocalidus DSM 12680,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002085	2	5	54.202728611384316	54.241922764498895	Desulfarculus baarsii DSM 2075,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002085.101	4	4	60.360043197287325	54.867549075849695	Desulfarculus baarsii DSM 2075,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002085.94	1	4	56.697086027106195	51.029287277569495	Desulfarculus baarsii DSM 2075,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002113	2	4	38.79755313491074	52.21467335770643	Capnocytophaga canimorsus Cc5,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002157	1	3	41.89377685309415	44.69128987642466	Maribacter sp. HTCC2170,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002157.84	3	2	35.93060678665762	45.4317337140277	Maribacter sp. HTCC2170,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002273	1	2	47.83544217467988	53.75659869768259	Eubacterium limosum KIST612,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP002273.36	3	6	50.753658759322036	53.886960953500136	Eubacterium limosum KIST612,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002292	4	5	54.967468228679024	57.585723079829165	Rhodomicrobium vannielii ATCC 17100,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002349	2	3	47.661913509116175	43.31411866678354	Marivirga tractuosa DSM 4126,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002351	2	4	41.577576811359506	43.45340383230911	Thermotoga thermarum DSM 5069,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002390	2	2	47.959603187261905	43.288719431159905	Filifactor alocis ATCC 35896,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002417	4	3	52.64599231166977	56.45832334381112	Variovorax paradoxus EPS,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002431	3	3	55.804896835966645	56.751557499375735	Desulfovibrio aespoeensis Aspo.2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002457	2	4	46.03570933524321	51.524217487153635	Shewanella putrefaciens 200,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002487	5	4	52.164525739748626	45.8241404412168	Salmonella enterica subsp. enterica serovar Typhimurium str. ST4.74,definition=putative acetyl.CoA hydrolase	putative acetyl.CoA hydrolase	unknown
CP002544	3	3	48.19156008230857	44.3325004555561	Odoribacter splanchnicus DSM 220712,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002563	5	6	45.47906500312996	46.56122937248034	Carnobacterium sp. 17.4,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP002689	1	2	45.981008507696686	49.64328904321758	Porphyromonas asaccharolytica DSM 20707,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002689.50	2	1	49.16186703000972	51.01711679016495	Porphyromonas asaccharolytica DSM 20707,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002691	1	2	48.365982711196864	46.892235118216206	Haliscomenobacter hydrossis DSM 1100,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002767	3	4	45.98100850769674	51.524217487153635	Shewanella baltica BA175,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002770	2	1	45.959786500406096	50.064611800965224	Desulfotomaculum kuznetsovii DSM 6115,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002777	2	4	54.202728611384316	55.47051435624354	Thermus thermophilus SG0.5JP17.16,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002780	4	2	40.74731891148207	46.811983277870524	Desulfotomaculum ruminis DSM 2154,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002780.82	7	4	49.62289673065783	48.94853477655505	Desulfotomaculum ruminis DSM 2154,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002811	3	4	45.98100850769674	51.524217487153635	Shewanella baltica OS117,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002859	3	4	49.434751814937385	50.06946082464401	Runella slithyformis DSM 19594,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002873	0	0	41.746671956554565	45.49278619137533	Brachyspira pilosicoli P43.6.78,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CP002874	1	0	40.212151353428055	45.49278619137533	Brachyspira intermedia PWS.A,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002961	2	3	36.04045107493613	43.314118666783486	Emticicia oligotrophica DSM 17448,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP002999	4	3	39.731144775501605	43.314118666783486	Muricauda ruestringensis DSM 13258,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003046	2	3	57.29323794815889	52.60966308056254	Rhodospirillum rubrum F11,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003108	5	4	41.3888076813563	54.69679185293302	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.0	3	6	46.15338113099659	40.94811939818828	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.17	1	4	50.80152783354538	48.580225076224735	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.18	1	0	44.59191531318612	45.49278619137533	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.44	1	2	49.54466128073568	45.1591274667515	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.55	0	1	48.69028851014281	47.83366039269464	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.70	3	2	50.29017455273271	46.60515651585405	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.80	1	3	46.95657362811369	42.56205384698069	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.85	3	6	46.37774230409616	44.51658315868616	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.95	1	4	47.01726308526139	51.13640244254378	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003108.98	4	2	45.13096026054046	46.811983277870524	Desulfosporosinus orientis DSM 765,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003126	2	3	51.99651438380255	56.751557499375735	Thermus sp. CCB.US3.UF1,definition=Acetyl.CoA hydrolase.transferase	Acetyl.CoA hydrolase.transferase	unknown
CP003147	1	2	56.64135557633057	50.7781951311423	Pseudovibrio sp. FO.BEG1,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003153	4	4	52.64599231166977	59.617872799544216	Dechlorosoma suillum PS,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003156	3	3	41.746671956554565	43.314118666783486	Owenweeksia hongkongensis DSM 17368,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003178	1	3	43.35845419288671	46.87179262335593	Niastella koreensis GR20.10,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003179	4	3	42.16241584205494	48.31598139133291	Sulfobacillus acidophilus DSM 10332,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003222	2	2	42.47835482933277	45.4317337140277	Flavobacterium columnare ATCC 49512,definition=4.hydroxybutyrate coenzyme A transferase	4.hydroxybutyrate coenzyme A transferase	unknown
CP003230	1	5	47.453044681662846	51.92100507619466	Cycloclasticus sp. P1,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
CP003249	2	4	54.202728611384316	55.47051435624354	Thermus oshimai JL.2,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003252	2	3	54.202728611384316	56.751557499375735	Thermus thermophilus JL.18,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003260	2	5	49.816396112171674	48.06121210778366	Fervidobacterium pennivorans DSM 9078,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003261	2	3	38.79755313491074	44.69128987642466	Clostridium pasteurianum BC1,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003280	4	3	43.98439560170266	48.31598139133291	Aequorivita sublithincola DSM 14238,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003346	3	3	47.400759972576736	53.59946092316119	Echinicola vietnamensis DSM 17526,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003348	4	2	51.44684237306109	46.87179262335593	Desulfitobacterium dehalogenans ATCC 51507,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003348.29	0	2	42.533784660289484	51.01711679016489	Desulfitobacterium dehalogenans ATCC 51507,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003348.99	0	3	46.31275216942697	45.2878743906669	Desulfitobacterium dehalogenans ATCC 51507,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003360	2	2	46.00857750199805	53.10550860128188	Desulfomonile tiedjei DSM 6799,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003418	2	2	41.11763527487369	43.3612627636096	Ignavibacterium album JCM 16511,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP003490	0	0	46.248700425842856	45.49278619137533	Brachyspira pilosicoli B2904,definition=butyryl.CoA transferase	butyryl.CoA transferase	unknown
CP003510	4	2	46.140622750891396	47.27199484466877	Mycoplasma gallisepticum WI01.2001.043.13.2P,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003513	4	2	46.140622750891396	47.27199484466877	Mycoplasma gallisepticum NC08.2008.031.4.3P,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003532	2	4	44.40585696302702	44.799505658128396	Mesotoga prima MesG1.Ag.4.2,definition=acetyl.CoA hydrolase	acetyl.CoA hydrolase	unknown
CP003557	4	3	45.52419377541116	51.26190216299693	Melioribacter roseus P3M.2,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP003700	2	3	40.32966578120869	42.61524588430865	Fusobacterium nucleatum subsp. vincentii 3.1.36A2,definition=hypothetical protein	hypothetical protein	unknown
CP003700.27	1	1	39.59844887305775	45.462494771449826	Fusobacterium nucleatum subsp. vincentii 3.1.36A2,definition=hypothetical protein	hypothetical protein	unknown
CP003723	2	2	41.117635274873635	43.3612627636096	Fusobacterium nucleatum subsp. animalis 4.8,definition=hypothetical protein	hypothetical protein	unknown
CP003879	2	4	43.67809339807468	42.56205384698069	Psychroflexus torquis ATCC 700755,definition=butyryl.CoA:acetate CoA.transferase	butyryl.CoA:acetate CoA.transferase	unknown
CP004002	3	3	56.31817557773712	56.88827587688104	Burkholderia pseudomallei NCTC 13178,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP004043	3	3	56.31817557773712	56.88827587688104	Burkholderia pseudomallei MSHR146,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP004378	3	3	56.31817557773712	56.88827587688104	Burkholderia pseudomallei NAU35A.3,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP005290	2	4	44.488944365978455	47.61144237518181	Archaeoglobus sulfaticallidus PM70.1,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP005385	2	3	48.82594767914151	53.56778589396305	Meiothermus ruber DSM 1279,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP005973	4	2	45.129280727163575	48.679758699947286	Photobacterium gaetbulicola Gung47,definition=putative acetyl.CoA hydrolase.transferase	putative acetyl.CoA hydrolase.transferase	unknown
CP005996	1	5	47.453044681662846	51.92100507619466	Cycloclasticus zancles 78.ME,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP006577	2	3	47.453044681662846	50.557292707443935	Archaeoglobus fulgidus DSM 8774,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP006577.13	1	3	53.17796662990355	52.84558276674488	Archaeoglobus fulgidus DSM 8774,definition=Acetyl.CoA hydrolase	Acetyl.CoA hydrolase	unknown
CP006644	2	4	52.64599231166966	52.84558276674488	Sphingomonas sanxanigenens DSM 19645 = NX02,definition=hypothetical protein	hypothetical protein	unknown
CP006649	4	2	38.785729607231076	46.892235118216206	Riemerella anatipestifer CH3,definition=acetyl.CoA hydrolase.transferase	acetyl.CoA hydrolase.transferase	unknown
CP006693	5	4	52.164525739748626	45.8241404412168	Salmonella enterica subsp. arizonae serovar 62:z36:. str. RKS2983,definition=4.hydroxybutyrate CoA.transferase	4.hydroxybutyrate CoA.transferase	unknown
CP006695	2	3	48.552591987451024	48.315981391332855	Leptospira santarosai serovar Shermani str. LT 821,definition=4.hydroxybutyrate CoA transferase	4.hydroxybutyrate CoA transferase	unknown
